“id”,“project_number”,“project_name”,"project_address",“project_city”,“project_province”,“registration_date”,“certification_date”,certification_level,rating_system,“project_size”,project_type,owner_type
"913","10559","Halsall Associates Limited - Ottawa Office","210 Gladstone Avenue","Ottawa","Ontario","2007-01-23","2008-05-30","4",“20”,"600",“21”,“1”
"914","16501","TD Bank Group Office, TD Tower, 21 Floor","66 Wellington St. West, 21st Floor","Toronto","Ontario","2013-09-03","2015-02-24","4",“20”,"2819",“21”,“1”
"915","15368","MMM Group Limited, 119 Spadina Ave., Toronto","119 Spadina Ave, Suite 500","Toronto","Ontario","2012-07-18","2013-04-10","4",“20”,"465",“21”,“1”
"916","10928","Opresnik Engineering Consultants Inc. Office","69 Lesmill Rd.","Toronto","Ontario","2008-01-15","2013-04-09","4",“20”,"70",“21”,“1”
"917","11593","Enermodal Toronto Office","119 Spadina Avenue, Suite 901","Toronto","Ontario","2008-09-06","2010-12-14","4",“20”,"240",“21”,“1”
"918","11423","Knoll Showroom, Toronto","109 Atlantic Avenue","Toronto","Ontario","2008-06-19","2009-10-20","4",“20”,"853",“21”,“1”
"919","11749","Oil & Gas Commission Corporate Office","300 - 398 Harbour Road","Victoria","British Columbia","2008-11-27","2010-01-29","4",“20”,"1268",“21”,“1”
"920","17904","Confidential Project",,,"Quebec","2015-12-07","2016-12-15","4",“20”,"10807",“21”,“1”
"921","13826","Confidential Project",,,"Alberta","2010-08-11","2015-04-14","4",“20”,"325",“21”,“1”
"922","10250","Minto Place - 180 Kent St.","180 Kent Street","Ottawa","Ontario","2006-01-23","2012-11-09","4",“21”,"31255",“21”,“1”
"923","11074","Dockside Green 'Prosperity'","388 Harbour Road","Victoria","British Columbia","2008-02-27","2011-12-15","4",“21”,"1438",“21”,“1”
"924","11715","Eau Claire Tower","600 3rd Avenue, S.W","Calgary","Alberta","2008-11-14","2017-08-30","4",“22”,"59828",“21”,“1”
"925","15101","Calgary City Centre, Phase 1","215 2nd St SW","Calgary","Alberta","2011-08-31","2016-10-03","4",“22”,"86874",“21”,“1”
"926","15631","La Tour Deloitte","1115 Rue Sainte Antoine Ouest","Montreal","Quebec","2012-06-29","2016-05-06","4",“22”,"53976",“21”,“1”
"927","15333","One York","1 York Street","Toronto","Ontario","2012-01-24","2017-10-31","4",“22”,"73868",“21”,“1”
"928","15298","Bay Adelaide Centre - East Tower","40 Adelaide St. W","Toronto","Ontario","2012-01-24","2017-01-20","4",“22”,"110500",“21”,“1”
"929","15185","RBC WaterPark Place","88 Queen’s Quay West","Toronto","Ontario","2012-01-24","2016-04-12","4",“22”,"81722",“21”,“1”
"930","16233","Centennial Place, Calgary, AB","520 3rd Ave SW","Calgary","Alberta","2014-01-31","2015-01-27","4",“23”,"136564",“21”,“1”
"931","14006","A Grander View, Enermodal Engineering Headquarters","582 Lancaster St W","Kitchener","Ontario","2010-08-10","2011-11-04","4",“23”,"2154",“21”,“1”
"932","14092","Constitution Square","340,350, 360 Albert Street","Ottawa","Ontario","2010-11-12","2015-03-23","4",“23”,"120479",“21”,“1”
"933","18073","111 Richmond Street West","111 Richmond Street West","Toronto","Ontario","2016-06-21","2017-09-19","4",“23”,"23981",“21”,“1”
"934","17160","Simcoe Place","200 Front St West","Toronto","Ontario","2014-10-15","2016-05-10","4",“23”,"97428",“21”,“1”
"935","14094","One University Avenue","1 University Avenue","Toronto","Ontario","2010-11-12","2016-02-19","4",“23”,"27577",“21”,“1”
"936","16612","Toronto-Dominion Centre","66 Wellington Street West","Toronto","Ontario","2014-09-17","2015-09-29","4",“23”,"526000",“21”,“1”
"937","15747","Royal Bank Plaza","200 Bay Street","Toronto","Ontario","2012-08-21","2015-07-13","4",“23”,"187280",“21”,“1”
"938","16214","320 Front Street West Complex","320 Front Street West","Toronto","Ontario","2013-05-07","2015-06-09","4",“23”,"57975",“21”,“1”
"939","16114","WaterPark Place Recertification","10 & 20 Bay Street","Toronto","Ontario","2013-03-18","2014-07-03","4",“23”,"89498",“21”,“1”
"940","14013","Toronto-Dominion Centre, 222 Bay Street, Toronto, Ontario","222 Bay Street","Toronto","Ontario","2010-07-22","2014-06-03","4",“23”,"59743",“21”,“1”
"941","14012","100 Wellington West","100 Wellington Street West","Toronto","Ontario","2010-07-22","2012-09-07","4",“23”,"63471",“21”,“1”
"942","14023","Menkes Union Tower Inc.","25 York Street","Toronto","Ontario","2010-11-12","2012-09-05","4",“23”,"75341",“21”,“1”
"943","14101","Perkins + Will Canada Vancouver Office","1220 Homer Street","Vancouver","British Columbia","2010-12-24","2014-09-17","4",“23”,"2175",“21”,“1”
"944","15005","Shaw Tower Office","1067 West Cordova","Vancouver","British Columbia","2011-08-11","2013-12-12","4",“23”,"28843",“21”,“1”
"945","16702","220 Portage Avenue","220 Portage Avenue","Winnipeg","Manitoba","2013-11-14","2015-01-05","4",“23”,"20716",“21”,“1”
"946","13973","Earth Rangers Centre","9520 Pine Valley Drive","Woodbridge","Ontario","2010-02-10","2012-09-13","4",“23”,"6100",“21”,“1”
"947","11471","NS Power Office 130227","Lower Water Street","Halifax","Nova Scotia","2008-07-09","2013-03-07","4",“25”,"14591",“21”,“1”
"948","11116","A Grander View, Enermodal Engineering Headquarters","582 Lancaster St West","Kitchener","Ontario","2008-02-15","2011-06-13","4",“25”,"2154",“21”,“1”
"949","12221","Reliable Controls Headquarters Annex","120 Hallowell Road","Victoria","British Columbia","2009-09-22","2013-11-13","4",“25”,"1627",“21”,“1”
"950","10140","SC3 Smith Carter Architects & Engineers Head Office","1600 Buffalo Place","Winnipeg","Manitoba","2005-03-12","2009-05-21","4",“25”,"4552",“21”,“1”
"951","10211","Confidential Project",,,"British Columbia","2005-08-30","2010-09-29","4",“25”,"412",“21”,“1”
"952","14748","Air Transat Head office","5959 cote vertu Ouest","Montreal","Quebec","2008-07-30","2011-03-31","4",“35”,"4811",“21”,“1”
"953","18201","Sun Life Financial Centre - Recertification","50 O'Connor Street & 99 Bank Street","Ottawa","Ontario","2016-05-18","2017-03-13","4",“36”,"111524",“21”,“1”
"954","19364","145 King Street West","145 King Street West","Toronto","Ontario","2016-10-14","2017-11-02","4",“36”,"74624",“21”,“1”
"955","18200","200 King Street West","200 King Street West","Toronto","Ontario","2016-05-18","2016-10-18","4",“36”,"53069",“21”,“1”
"956","15466","IGA Millen","10760, rue Millen","Montréal","Quebec","2012-11-22","2015-02-20","1",“20”,"3760",“22”,“1”
"957","13273","Presse Café - Édifice Delta 3","2875, boulevard Laurier","Québec","Quebec","2010-03-24","2013-05-17","1",“20”,"187",“22”,“1”
"958","16577","Gateway Pacific Building A","13248 Worster Court","Richmond","British Columbia","2013-11-04","2016-04-12","1",“22”,"6422",“22”,“1”
"959","11344","122 Dorey Avenue","122 Dorey Avenue","Dartmouth","Nova Scotia","2008-05-13","2013-05-14","1",“25”,"5870",“22”,“1”
"960","12998","Boundary Bay Airport Terminal","750 Montreal Street","Delta","British Columbia","2009-12-14","2015-07-07","1",“25”,"1400",“22”,“1”
"961","13377","Restaurant # 3692- Upper Ottawa Street Hamilton, Ontario","969 Upper Ottawa Street","Hamilton","Ontario","2010-04-20","2012-12-03","1",“25”,"226",“22”,“1”
"962","11976","St-Hubert Express, Quartier Latin, Montréal","1605, rue Saint-Denis","Montréal","Quebec","2009-02-10","2013-06-26","1",“25”,"791",“22”,“1”
"963","13380","Confidential Project",,,"Alberta","2010-04-20","2017-02-06","1",“25”,"20097",“22”,“1”
"964","16208","IBM Canada Western Leadership Data Centre","52518 Range Road, 264","Acheson","Alberta","2013-05-14","2016-12-19","1",“26”,"6180",“22”,“1”
"965","16209","McDonald's Côte St-Luc","7003 Chemin de la Côte-St-Luc","Côte-St-Luc","Quebec","2013-05-07","2017-03-08","1",“26”,"534",“22”,“1”
"966","16634","McDonald's - Plateau Gatineau","203 boulevard des Grives","Gatineau","Quebec","2013-10-15","2015-07-13","1",“26”,"526",“22”,“1”
"967","17878","Visa-Beauté Santé Spa","5450, boulevard des Vétérans","Lac-Mégantic","Quebec","2015-11-27","2017-08-30","1",“26”,"280",“22”,“1”
"968","15901","BMW Training Centre","50 Ultimate Drive","Richmond Hill","Ontario","2012-10-31","2014-08-22","1",“26”,"846",“22”,“1”
"969","15348","IEWC Toronto","224 Don Hillock Drive","Aurora","Ontario","2011-12-23","2013-01-21","1",“29”,"1808",“22”,“1”
"970","15968","Confidential Project",,,"Ontario","2012-12-04","2013-04-02","1",“29”,"636",“22”,“1”
"971","15357","DHL Express Canada Head Office","18 Parkshore Drive","Brampton","Ontario","2012-02-10","2015-06-30","2",“20”,"3268",“22”,“1”
"972","15068","Cushman & Wakefield Ltd. Markham Office","3100 Steeles Ave. East, 11th Floor","Markham","Ontario","2011-07-27","2013-09-05","2",“20”,"1300",“22”,“1”
"973","17826","Bureau de CBRE Limitée - 1250, boul. René-Lévesque O. Montréal","1250, René-Lévesque Ouest, 28e étage","Montréal","Quebec","2015-10-23","2017-05-18","2",“20”,"1022",“22”,“1”
"974","12611","University of Calgary - Downtown Campus","906 8th Avenue SW","Calgary","Alberta","2009-09-25","2012-12-21","2",“21”,"13620",“22”,“1”
"975","16053","Ironside Drive Facility","100 Ironside Drive","Brampton","Ontario","2013-02-01","2017-09-11","2",“22”,"67672",“22”,“1”
"976","11342","Restaurant McDonald Saint-David","3481, rue Clèmenceau","Beauport","Quebec","2008-07-08","2011-11-22","2",“25”,"581",“22”,“1”
"977","10012","Motion Capture Studio (Electronic Arts (Canada) Inc.)","4330 Sanderson Way","Burnaby","British Columbia","2004-09-21","2009-02-18","2",“25”,"3477",“22”,“1”
"978","12714","5133 Springs Boulevard","5133 Springs Boulevard","Delta","British Columbia","2009-12-15","2017-01-05","2",“25”,"3019",“22”,“1”
"979","12678","HSIA - Combined Services Complex","1600 Old Guysborough Road","Enfield","Nova Scotia","2010-02-24","2013-01-02","2",“25”,"6016",“22”,“1”
"980","10034","Stratus Winery","2059 Niagara Stone Road","Niagara-on-the-Lake","Ontario","2004-10-01","2005-05-04","2",“25”,"1870",“22”,“1”
"981","11893","CAMPUS DE L'UQO À ST-JÉRÔME","10, rue Saint-Joseph","Saint-Jérôme","Quebec","2008-12-19","2012-09-10","2",“25”,"10125",“22”,“1”
"982","11178","Mount Pleasant Visitation Centre","375 Mount Pleasant Cemetary","Toronto","Ontario","2008-03-31","2012-12-11","2",“25”,"2020",“22”,“1”
"983","10805","The Vancouver East Cultural Centre","1895 Venables Street","Vancouver","British Columbia","2007-07-27","2013-05-22","2",“25”,"2042",“22”,“1”
"984","15263","BLACKIRON Data Toronto_DC3","550 Cochrane","Markham","Ontario","2011-11-30","2013-03-14","2",“26”,"5018",“22”,“1”
"985","15984","Financière Sun Life et Rexel-Westburne Canada: Bâtiment industriel","3555 rue Sartelon","Montréal (arrondissement Saint-Laurent)","Quebec","2012-12-12","2015-02-10","2",“26”,"6503",“22”,“1”
"986","17332","MTS Data Centre","1450 Waverley St.","Winnipeg","Manitoba","2014-11-19","2017-08-14","2",“26”,"6596",“22”,“1”
"987","12518","Place Désormeaux - Projet SIQ","2877 ch. Chambly","Longueuil","Quebec","2009-12-02","2011-12-16","3",“20”,"2318",“22”,“1”
"988","10826","Sandvik Canada Corporate Office project","2550 Meadowpine Blvd.","Mississauga","Ontario","2007-08-10","2011-04-15","3",“20”,"2370",“22”,“1”
"989","17358","MNP 7th Floor – Oxford Playground","Partial Floor 7 - 1021 West Hastings Street","Vancouver","British Columbia","2014-12-15","2017-07-06","3",“20”,"345",“22”,“1”
"990","17312","Confidential Project",,,"Ontario","2014-12-22","2016-04-14","3",“20”,"2320",“22”,“1”
"991","12523","Confidential Project",,,"Ontario","2010-02-10","2015-04-20","3",“20”,"42558",“22”,“1”
"992","17304","589 Fairway Road, Building C","589 Fairway Road South","Kitchener","Ontario","2014-10-30","2017-05-01","3",“22”,"474",“22”,“1”
"993","14074","Confidential Project",,,"Ontario","2010-11-12","2012-12-21","3",“23”,"14550",“22”,“1”
"994","11157","Enmax Conservatory","1300 Zoo Road NE","Calgary","Alberta","2008-03-03","2012-03-22","3",“25”,"3150",“22”,“1”
"995","12794","Chatham-Kent Energy Data Centre","320 Queen Street","Chatham","Ontario","2010-03-12","2011-07-20","3",“25”,"502",“22”,“1”
"996","10338","Whistler Olympic Park Daylodge","Callaghan Valley","Whistler","British Columbia","2006-09-27","2009-12-02","3",“25”,"982",“22”,“1”
"997","13642","Confidential Project",,,"British Columbia","2010-07-20","2013-11-01","3",“25”,"576",“22”,“1”
"998","14152","IBM Canada Leadership Data Centre","505 Bayview Drive","Barrie","Ontario","2011-03-16","2014-05-30","3",“26”,"10247",“22”,“1”
"999","16595","Enbridge Gas Storage","3595 Tecumseh Road","Mooretown","Ontario","2013-09-24","2016-12-22","3",“26”,"4001",“22”,“1”
"1000","15395","Confidential Project",,,"British Columbia","2012-03-14","2015-08-17","3",“26”,"3948",“22”,“1”
"1001","14936","Confidential Project",,,"Ontario","2011-07-05","2013-04-17","3",“26”,"29551",“22”,“1”
"1002","12074","Confidential Project",,,"Ontario","2009-03-13","2013-02-20","4",“25”,"16787",“22”,“1”
"1003","10149","Aérogare de Kuujjuaq","C. P. 90 succ Bureau-Chef","Kuujjuaq","Quebec","2005-03-17","2009-07-23","2",“25”,"1213","24",“1”
"1004","14636","Tower Lane Mall Blg. B (CRU 6)","505 Main St SW","Airdrie","Alberta","2007-06-25","2015-01-27","1",“3”,"535",“25”,“1”
"1005","14679","Dickson Trail Crossing","3 Stonegate Dr","Airdrie","Alberta","2007-12-06","2011-10-06","1",“3”,"4937",“25”,“1”
"1006","14681","First Capital-St-David West-Bldg 3-ph.1","3459-3465 Clemenceau","Beauport","Quebec","2008-01-09","2009-11-04","1",“3”,"1017",“25”,“1”
"1007","14605","McKenzie Towne Plaza","18 McKenzie Towne Gate SE","Calgary","Alberta","2006-11-10","2010-06-21","1",“3”,"2764",“25”,“1”
"1008","14704","First Capital-Plateau des Grives- Bldg 5","215 boulevard  du Plateau","Gatineau","Quebec","2008-04-25","2010-01-25","1",“3”,"876",“25”,“1”
"1009","14703","First Capital-Plateau des Grives- Bldg 7","205 boulevard  du Plateau","Gatineau","Quebec","2008-04-25","2010-01-13","1",“3”,"1431",“25”,“1”
"1010","14603","1331 Main Street","1331 Main Street","North Vancouver","British Columbia","2006-10-31","2013-10-21","1",“3”,"3021",“25”,“1”
"1011","14634","Confidential Project",,,"Alberta","2007-06-25","2015-10-08","1",“3”,"465",“25”,“1”
"1012","14559","North Hill Home Depot","1818 16 Ave. NW","Calgary","Alberta","2004-01-21","2006-03-27","1",“11”,"9048",“25”,“1”
"1013","16428","Target - T3538: Calgary E","5115 17TH AVE SE"," CALGARY","Alberta","2013-02-21","2013-07-18","1",“15”,"9047",“25”,“1”
"1014","16415","Target - T3512: Courtenay","2801 CLIFFE AVE"," COURTENAY","British Columbia","2013-02-19","2013-08-22","1",“15”,"10209",“25”,“1”
"1015","16416","Target - T3519: Hamilton S","1576 UPPER JAMES ST"," HAMILTON","Ontario","2013-02-19","2013-08-22","1",“15”,"8793",“25”,“1”
"1016","16422","Target - T3694: St Albert","139-375 ST. ALBERT"," ST. ALBERT","Alberta","2013-02-19","2013-08-22","1",“15”,"2155",“25”,“1”
"1017","16471","Target - T3739: Abbotsford","1225 SUMAS WAY","ABBOTSFORD","British Columbia","2013-04-30","2013-11-19","1",“15”,"11126",“25”,“1”
"1018","16363","Target - T3639: Ajax","100 Kingston Rd.","Ajax","Ontario","2013-02-04","2013-06-07","1",“15”,"13057",“25”,“1”
"1019","15636","Tim Hortons Ancaster Hwy 2","1180 Highway 2","Ancaster","Ontario","2012-05-14","2014-10-31","1",“15”,"305",“25”,“1”
"1020","16393","Target - 3671: Hamilton W","60 Martindale Cres","Ancaster","Ontario","2013-02-12","2013-08-26","1",“15”,"11126",“25”,“1”
"1021","16419","Target - 3647: Anjou","7695 BLVD DES GALERIE D' ANJOU","ANJOU","Quebec","2013-02-19","2013-10-10","1",“15”,"9721",“25”,“1”
"1022","16346","Target - T3749: Aurora","15400 Bayview Ave","Aurora","Ontario","2013-02-11","2013-05-13","1",“15”,"11642",“25”,“1”
"1023","16435","Target - T3731: Halifax N","1685 BEDFORD HWY","BEDFORD","Nova Scotia","2013-02-27","2013-10-01","1",“15”,"9411",“25”,“1”
"1024","16450","Target - T3765: Boisbriand","2525 RUE D'ANNEMASSE","BOISBRIAND","Quebec","2013-03-21","2013-10-17","1",“15”,"11339",“25”,“1”
"1025","16477","Target - T3757: Clarington","2383 Highway #2, Unit D","Bowmanville","Ontario","2013-06-05","2014-01-24","1",“15”,"10450",“25”,“1”
"1026","16390","Target - 3623: Brampton Bramalea","25 Peel Centre Drive","Brampton","Ontario","2013-02-12","2013-08-26","1",“15”,"13491",“25”,“1”
"1027","16348","Target - T3773: Brampton Trinity","80 Great Lakes Drive","Brampton","Ontario","2013-02-11","2013-05-13","1",“15”,"11412",“25”,“1”
"1028","16349","Target - 3668: Brampton SW","40 Steeles Ave W","Brampton","Ontario","2013-02-11","2013-05-13","1",“15”,"11656",“25”,“1”
"1029","16409","Target - 3763: Brandon","1570 18th St.","Brandon","Manitoba","2013-02-13","2013-08-22","1",“15”,"10240",“25”,“1”
"1030","16473","Target - T3634: Broassard","7250 BOUL TASCHEREAU","BROSSARD","Quebec","2013-06-05","2013-09-30","1",“15”,"12084",“25”,“1”
"1031","16426","Target - T3717: Burnaby Metrotown","4545 CENTRAL BLVD","Buraby","British Columbia","2013-02-20","2014-01-24","1",“15”,"13359",“25”,“1”
"1032","16353","Target - T3761: Burlington N","2000 Appleby Line","Burlington","Ontario","2013-02-11","2013-05-23","1",“15”,"11226",“25”,“1”
"1033","16351","Target - T3738: Burlington Central","777 Guelph Line","Burlington","Ontario","2013-02-04","2013-05-17","1",“15”,"11009",“25”,“1”
"1034","16469","Target - T3713: Calgary Sunridge","2536 36TH ST NE","CALGARY","Alberta","2013-04-30","2013-11-25","1",“15”,"16579",“25”,“1”
"1035","16446","Target - T3754: Calgary W","5696 RICHMOND RD SW","CALGARY","Alberta","2013-03-21","2013-08-26","1",“15”,"1825",“25”,“1”
"1036","16427","Target - T3737: Calgary Shawnessy","295 SHAWVILLE BLVD SE","CALGARY","Alberta","2013-02-20","2013-08-22","1",“15”,"12289",“25”,“1”
"1037","16432","Target - T3714: Calgary Market Mall","3625 SHAGANAPPI TRAIL NW","CALGARY","Alberta","2013-02-27","2013-08-22","1",“15”,"8935",“25”,“1”
"1038","16406","Target - 3772: Calgary Chinook","6455 Macleod Trail SW.","Calgary","Alberta","2013-02-13","2013-08-22","1",“15”,"10240",“25”,“1”
"1039","16345","Target - T3608: Cambridge","335 Hespeler Rd.","Cambridge","Ontario","2013-02-04","2013-05-13","1",“15”,"11554",“25”,“1”
"1040","16380","Target - 3508: Campbell River","1324 Island Highway","Campbell River","British Columbia","2013-02-11","2013-07-18","1",“15”,"8744",“25”,“1”
"1041","16467","Target - T3637: Charlottetown","670 UNIVERSITY AVE","CHARLOTTETOWN","Prince Edward Island","2013-04-29","2013-11-15","1",“15”,"9817",“25”,“1”
"1042","16439","Target - T3533: Chatham Kent","635 Grand Ave W","Chatham","Ontario","2013-03-15","2013-08-22","1",“15”,"8544",“25”,“1”
"1043","16466","Target - T3575: Chilliwack","45585 LUCKAKUCK WAY","CHILLIWACK","British Columbia","2013-04-29","2013-11-15","1",“15”,"8763",“25”,“1”
"1044","16474","Target - T3616: Coquitlam","UN 3010-2929 BARNET HWY","COQUITLAM","British Columbia","2013-06-05","2013-08-22","1",“15”,"11188",“25”,“1”
"1045","16468","Target - T3650: Corner Brook","44 Maple Valley Park Rd","Cornerbrook","Newfoundland and Labrador","2013-04-29","2013-11-15","1",“15”,"8314",“25”,“1”
"1046","16378","Target - T3615: Cranbrook","120-1500 Cranbrook Street","Cranbrook","British Columbia","2013-02-06","2013-08-22","1",“15”,"8827",“25”,“1”
"1047","16448","Target - T3697: Dartmouth","21 MIC MAC BLVD","DARTMOUTH","Nova Scotia","2013-03-21","2013-10-03","1",“15”,"31148",“25”,“1”
"1048","16379","Target - T3557: Delta","7155 120th Street","Delta","British Columbia","2013-02-06","2013-07-18","1",“15”,"10812",“25”,“1”
"1049","16438","Target - T3710: Edmonton Central","8330 82nd Ave NW","Edmonton","Alberta","2013-03-14","2013-08-22","1",“15”,"8935",“25”,“1”
"1050","16386","Target - 3648: Edmonton W","8882 170th St","Edmonton","Alberta","2013-02-12","2013-08-22","1",“15”,"24093",“25”,“1”
"1051","16405","Target - 3770: Edmonton Mill Woods","2331 66th St NW.","Edmonton","Alberta","2013-02-13","2013-08-22","1",“15”,"12239",“25”,“1”
"1052","16342","Target - 3751: Fergus","900 Tower St S.","Fergus","Ontario","2013-02-12","2013-05-13","1",“15”,"9329",“25”,“1”
"1053","16464","Target - T3550: Fredericton","1180 PROSPECT ST EAST","Fredricton","New Brunswick","2013-04-25","2014-01-24","1",“15”,"10403",“25”,“1”
"1054","16396","Target - 3547: Gatineau Galeries","920 Boul Maloney","Gatineau","Quebec","2013-02-12","2013-10-11","1",“15”,"10306",“25”,“1”
"1055","16384","Target - 3574: Grande Prairie","11801 100th St.","Grande Prairie","Alberta","2013-02-12","2013-08-22","1",“15”,"11038",“25”,“1”
"1056","16336","Target - 3759: Guelph","175 Stone Rd W.","Guelph","Ontario","2013-02-12","2013-04-26","1",“15”,"10864",“25”,“1”
"1057","16399","Target - 3652: Halifax Bayers Lake","194 Lake Chain Dr.","Halifax","Nova Scotia","2013-02-12","2013-10-03","1",“15”,"10673",“25”,“1”
"1058","16417","Target - T3524: Hamilton E","640 QUEENSTON RD","HAMILTON","Ontario","2013-02-19","2013-08-22","1",“15”,"11043",“25”,“1”
"1059","16364","Target - T3753: Hamilton Central","1211 Barton St. E","Hamilton","Ontario","2013-02-11","2013-06-07","1",“15”,"1872",“25”,“1”
"1060","16433","Target - T3718: Joliette","1055 BOULEVARD FIRESTONE","JOLIETTE","Quebec","2013-02-27","2013-11-19","1",“15”,"10104",“25”,“1”
"1061","16413","Target - T3744: Kamloops","945 COLUMBIA ST W","Kamloops","British Columbia","2013-02-19","2013-08-22","1",“15”,"10590",“25”,“1”
"1062","16461","Target - T3511: Ottawa Hazeldean","300 EAGLESON RD","KANATA","Ontario","2013-04-25","2013-10-01","1",“15”,"10299",“25”,“1”
"1063","16394","Target - 3698: Kelowna","1876 Cooper Rd.","Kelowna","British Columbia","2013-02-12","2013-08-26","1",“15”,"8596",“25”,“1”
"1064","16451","Target - T3591: Kingston","945 GARDINERS RD","Kingston","Ontario","2013-03-27","2013-08-26","1",“15”,"13467",“25”,“1”
"1065","16408","Target - 3642: Kitchener","245 Strasburgh Rd.","Kitchener","Alberta","2013-02-13","2013-08-26","1",“15”,"11260",“25”,“1”
"1066","16388","Target - 3690: Langley","19705 Fraser Hwy.","Langley","British Columbia","2013-02-12","2013-08-22","1",“15”,"9819",“25”,“1”
"1067","16453","Target - T3595: Lasalle","7091 Boulevard Newman","LASALLE","Quebec","2013-03-28","2013-11-20","1",“15”,"12286",“25”,“1”
"1068","16480","Target - T7000: Laval Central","1600 le corbusier blvd","Laval","Quebec","2013-06-06","2013-11-19","1",“15”,"10003",“25”,“1”
"1069","16400","Target - 3695: Laval Ste Dorothee","1160 Desserte Ouest","Laval","Quebec","2013-02-12","2013-09-30","1",“15”,"11266",“25”,“1”
"1070","16403","Target - 3725: Levis","1200 Boulevard Alphonse-Desjardins","Levis","Quebec","2013-02-12","2013-10-03","1",“15”,"16224",“25”,“1”
"1071","16344","Target - T3560: Kawartha Lakes","401 Kent St West","Lindsay","Ontario","2013-02-01","2013-05-13","1",“15”,"9234",“25”,“1”
"1072","16343","Target - T 3510 London Westmont","785 Wonderland Rd","London","Ontario","2013-02-01","2013-05-13","1",“15”,"17406",“25”,“1”
"1073","16338","Target - T3706: London Masonville","1680 Richmond Street N.","London","Ontario","2013-02-04","2013-04-26","1",“15”,"4759",“25”,“1”
"1074","16425","Target - T3702: Longueuil Central","825 ST LAURENT OEUST","LONGUEUIL","Quebec","2013-02-20","2013-11-25","1",“15”,"11721",“25”,“1”
"1075","16479","Target - T3586: Maple Ridge","11850 224TH ST","Maple Ridge","British Columbia","2013-06-06","2013-11-20","1",“15”,"5495",“25”,“1”
"1076","16389","Target - 3614: Medicine Hat","3292 Dunmore Rd SE","Medicine Hat","Alberta","2013-02-12","2013-08-26","1",“15”,"9481",“25”,“1”
"1077","16463","Target - T3552: Mississauga Dundas","1131 DUNDAS ST W","Mississauga","Ontario","2013-04-25","2014-01-24","1",“15”,"9300",“25”,“1”
"1078","16354","Target - T3636: Mississauga Sq One","100 City Centre Drive","Mississauga","Ontario","2013-03-19","2013-05-23","1",“15”,"16819",“25”,“1”
"1079","16458","Target - T3566: Moncton","1380 MOUNTAIN RD","MONCTON","New Brunswick","2013-04-12","2013-12-18","1",“15”,"10354",“25”,“1”
"1080","16401","Target - 3705: Montreal Versailles","7275 Rue Sherbrooke E.","Montreal","Quebec","2013-02-12","2013-10-16","1",“15”,"8028",“25”,“1”
"1081","16381","Target - 3509: Nanaimo","4750 Rutherford Rd","Nanimo","British Columbia","2013-02-11","2013-07-18","1",“15”,"11249",“25”,“1”
"1082","15637","Tim Hortons Nepean Robertson Rd","38 Robertson Rd","Nepean","Ontario","2012-05-14","2014-11-10","1",“15”,"223",“25”,“1”
"1083","16437","Target - T3628: Ottawa Meadowland","1585 Merivale Rd","Nepean","Ontario","2013-03-13","2014-01-24","1",“15”,"12129",“25”,“1”
"1084","16352","Target - T3565: Newmarket","17600 Yonge St N.","Newmarket","Ontario","2013-02-04","2013-05-23","1",“15”,"12320",“25”,“1”
"1085","16440","Target - T7001: Niagara Falls","7190 Morrison St","Niagara Falls","Ontario","2013-03-19","2013-08-26","1",“15”,"12594",“25”,“1”
"1086","16391","Target - 3630: North Bay","1899 Algonquin Av.","North Bay","Ontario","2013-02-12","2013-08-26","1",“15”,"10922",“25”,“1”
"1087","16442","Target - 3670: Oakville","1455 REBECCA ST","OAKVILLE","Ontario","2013-03-19","2013-08-26","1",“15”,"11811",“25”,“1”
"1088","16356","Target - 3665: Orillia","Hwy # 11 at Burnside Line RR4","Orillia","Ontario","2013-02-11","2013-05-24","1",“15”,"8784",“25”,“1”
"1089","16449","Target - T3764: Ottawa Orleans","110 PLACE D'ORLEANS DR","ORLEANS","Ontario","2013-03-21","2013-10-03","1",“15”,"15497",“25”,“1”
"1090","16418","Target - T3559: Oshawa","285 TAUNTON RD E","OSHAWA","Ontario","2013-02-19","2013-08-22","1",“15”,"15778",“25”,“1”
"1091","16404","Target - 3746: Ottawa Bank Street","2277 Riverside Drive E.","Ottawa","Ontario","2013-02-12","2013-10-01","1",“15”,"9506",“25”,“1”
"1092","16455","Target - T3663: Pickering","1355 Kingston Road","Pickering","Ontario","2013-04-02","2013-11-22","1",“15”,"124858",“25”,“1”
"1093","16411","Target - 3610: Pointe Claire","195 Boul Hymus","Pointe Claire","Quebec","2013-02-13","2014-01-24","1",“15”,"11779",“25”,“1”
"1094","16412","Target - T3719: Prince George","2999 MASSEY DRIVE","Prince George","British Columbia","2013-02-19","2013-08-22","1",“15”,"11061",“25”,“1”
"1095","16457","Target - T3696: Quebec N","5401 BLVD LES GALERIES","Quebec","Quebec","2013-04-12","2013-11-19","1",“15”,"137244",“25”,“1”
"1096","16456","Target - T3743: Quebec Fleur-de-Lys","550 BOUL WILFRED HAMEL","QUEBEC","Quebec","2013-04-02","2013-10-17","1",“15”,"10703",“25”,“1”
"1097","16429","Target - T3624: Red Deer","1000-4900 MOLLI BANISTER DR","Red Deer","Alberta","2013-02-21","2013-08-22","1",“15”,"11478",“25”,“1”
